序号,核心词汇,简要解释
10944,terminal,末端；终点；终端机；极限；末端的；终点的；晚期的
10945,terminate,使终止；使结束；解雇；结束的
10946,terminology,术语，术语学；用辞
10947,terrace,平台；梯田；阳台；使成梯田，使成阶地；使有平台屋顶；（女服）叠层式的
10948,terracotta,陶瓦；赤土陶器；赤土色
10949,terrain,[地理] 地形，地势；领域；地带
10950,terrestrial,地球的；陆地的，[生物] 陆生的；人间的；陆地生物；地球上的人
10951,terrible,可怕的；很糟的；令人讨厌的；很，非常
10952,terrific,极好的；极其的，非常的；可怕的
10953,terrify,恐吓；使恐怖；使害怕
10954,territory,领土，领域；范围；地域；版图
10955,terror,恐怖；恐怖行动；恐怖时期；可怕的人
10956,terrorist,恐怖主义者，恐怖分子
10957,terry,厚绒布；毛毛圈；起毛毛圈的
10958,terse,简洁的，精练的，扼要的
10959,tertiary,第三纪；第三修道会会员；第三级教士；第三的；第三位的；三代的
10960,test,试验；检验；试验；测试
10961,testament,[法] 遗嘱；圣约；确实的证明
10962,testator,立遗嘱者
10963,testify,证明，证实；作证
10964,testimony,[法] 证词，证言；证据
10965,tether,范围；系链；拴绳；用绳或链拴住
10966,text,[计] 文本；课文；主题；发短信
10967,textbook,教科书，课本
10968,textile,纺织品，织物；纺织的
10969,textual,本文的；按原文的
10970,texture,质地；纹理；结构；本质，实质
10971,than,比（用于形容词、副词的比较级之后）；除…外（用于other等之后）；与其…（用于 rather等之后）；一…就（用于 no sooner等之后）；比；超过；(Than)人名；(老、柬、德)坦；(缅)丹
10972,thank,感谢；谢谢
10973,thankful,感谢的；欣慰的
10974,thanksgiving,感恩
10975,that,那；那个；那么；那样；因为；以至于；(That)人名；(德)塔特
10976,thatch,茅草，杂草；浓密的头发；茅草屋顶；用茅草覆盖屋顶
10977,thaw,融解；变暖和；解冻；融雪
10978,the,这；那；更加（用于比较级，最高级前）
10979,theatre,电影院，戏院；戏剧；阶梯式讲堂
10980,theatrical,戏剧性的；剧场的，戏剧的；夸张的；做作的
10981,thee,你（古英语thou的宾格）；(Thee)人名；(德)特厄
10982,theft,盗窃；偷；赃物
10983,their,他们的，她们的；它们的；(Their)人名；(英)蒂尔；(芬、瑞典)泰尔
10984,theirs,他们的；她们的；它们的
10985,them,他们；它们；她们；(Them)人名；(老)探
10986,thematic,主题的，主旋律的；题目的；语干的
10987,theme,主题；主旋律；题目；以奇想主题布置的
10988,themselves,他们自己；他们亲自
10989,then,然后；那么；于是；当时；此外；那时；然后，当时
10990,theologian,神学者；空头理论家
10991,theological,神学的，神学上的
10992,theology,神学；宗教体系
10993,theorem,[数] 定理；原理
10994,theoretical,理论的；理论上的；假设的；推理的
10995,theory,理论；原理；学说；推测
10996,therapeutic,治疗的；治疗学的；有益于健康的；治疗剂；治疗学家
10997,therapist,临床医学家；治疗学家
10998,therapy,治疗，疗法
10999,there,在那里；在那边；在那点上；你瞧；那个地方
11000,thereabout,在那附近；大约
11001,thereafter,其后；从那时以后
11002,thereby,从而，因此；在那附近；在那方面
11003,therefore,因此；所以
11004,therein,在其中；在那里
11005,thereof,它的；由此；在其中；关于…；将它
11006,thereto,另外；到那
11007,thereupon,于是；随即；关于那，在其上
11008,therewith,随其；于是；以其；与此
11009,thermal,热的；热量的；保热的；上升的热气流
11010,thermocouple,[电] 热电偶
11011,thermodynamics,热力学
11012,thermometer,温度计；体温计
11013,thermonuclear,[核] 热核的；高热原子核反应的
11014,thermostat,恒温器；自动调温器；为…配备恒温器；用恒温器控制
11015,thesaurus,宝库；辞典；知识宝库；分类词汇汇编
11016,these,这些；这些的
11017,thesis,论文；论点
11018,they,他们；它们；她们
11019,thick,最拥挤部分；活动最多部分；事物的粗大浓密部分；厚的；浓的；粗大的；密集地；浓浓地，厚厚地
11020,thicket,[林] 灌木丛；丛林；错综复杂
11021,thief,小偷，贼
11022,thigh,大腿，股
11023,thin,薄的；瘦的；稀薄的；微弱的；使瘦；使淡；使稀疏；稀疏地；微弱地；细小部分
11024,thing,事情；东西；事物；情况
11025,think,想；认为；想起；想像；打算；想；想法；思想的
11026,thinker,思想家；思想者
11027,thinking,思考的；思想的；有理性的；好思考的；思考；思想；想法；意见；见解；思考（think的现在分词）
11028,third,第三；三分之一；第三的；三分之一的
11029,thirst,渴望；口渴；热望；渴望；口渴
11030,thirsty,口渴的，口干的；渴望的，热望的
11031,thirteen,十三；十三岁；十三个；十三；十三的；十三个的
11032,thirteenth,第十三的；十三分之一的；第十三；十三分之一
11033,thirtieth,第三十；三十分之一；第三十个的；三十分之一的
11034,thirty,三十年代；三十；三十个的
11035,this,这；这个；这里；这；本；这个；今；这样地；这么；(This)人名；(法)蒂斯
11036,thistle,[植] 蓟
11037,thorn,刺；[植] 荆棘
11038,thorough,彻底的；十分的；周密的
11039,thoroughbred,受过严格训练的人；良种动物；良种的；受过严格训练的；优秀的
11040,thoroughfare,大道，通路
11041,those,那些的；那些（that的复数）
11042,thou,你；尔，汝（古时候的叫法）；(Thou)人名；(法、柬)图
11043,though,可是，虽然；不过；然而；虽然；尽管；但
11044,thought,思想；思考；想法；关心；想，思考；认为（think的过去式和过去分词）
11045,thoughtful,深思的；体贴的；关切的
11046,thoughtless,轻率的；欠考虑的；考虑不周的；不顾及他人的
11047,thoughtlessness,欠考虑；不体贴
11048,thousand,一千；一千个；许许多多；成千的；无数的
11049,thrash,打；使逆行；打谷；逆风浪行进；踢水动作
11050,thread,线；螺纹；思路；衣服；线状物；玻璃纤维；路线；穿过；穿线于；使交织
11051,threadbare,磨破的；衣衫褴褛的；乏味的；俗套的
11052,threat,威胁，恐吓；凶兆
11053,threaten,威胁；恐吓；预示
11054,three,三，三个；三；三的，三个的
11055,thresh,推敲；打谷；反复做；打谷
11056,threshold,入口；门槛；开始；极限；临界值
11057,thrice,三次；三倍地；非常，十分
11058,thrift,节俭；节约；[植] 海石竹
11059,thrifty,节约的；茂盛的；成功的
11060,thrill,激动；震颤；紧张；使…颤动；使…紧张；使…感到兴奋或激动
11061,thriller,惊险小说；使人毛骨悚然的东西；使人毛骨悚然的小说
11062,thrive,繁荣，兴旺；茁壮成长
11063,throat,喉咙；嗓子，嗓音；窄路；开沟于；用喉音说
11064,throatily,喉音地；嘶哑地
11065,throb,悸动；抽动；颤动；跳动着作痛；充满活力；悸动；脉搏
11066,throne,王座；君主；王权；登上王座
11067,throng,人群；众多；群集；挤满；拥挤的
11068,throttle,节流阀；[车辆] 风门；喉咙；压制，扼杀；使……窒息；使……节流
11069,through,通过；穿过；凭借；彻底；从头至尾；直达的；过境的；完结的
11070,throughout,自始至终，到处；全部；贯穿，遍及
11071,throughput,生产量，生产能力
11072,throw,投；抛；掷；投掷；冒险
11073,thrush,画眉；[口腔] 鹅口疮；蹄叉腐疽
11074,thrust,[力] 推力；刺；插；插入；推挤
11075,thud,砰的一声；重击；砰的一声掉下；发出砰声
11076,thug,暴徒；恶棍；刺客
11077,thumb,翻阅；以拇指拨弄；作搭车手势；笨拙地摆弄；拇指
11078,thumbtack,图钉；用图钉钉住
11079,thump,重击；用拳头打；砰地撞到；重打；重击声
11080,thunder,雷；轰隆声；恐吓；打雷；怒喝
11081,thunderclap,霹雳；雷声；晴天霹雳似的消息
11082,thunderous,像打雷的，隆轰隆响的；多雷的，强有力的
11083,thunderstorm,[气象] 雷暴；雷暴雨；大雷雨
11084,Thursday,星期四
11085,thus,因此；从而；这样；如此；因此；乳香
11086,thwart,挫败；反对；阻碍；横过；横放的；固执的；划手座；独木舟的横梁；横过
11087,thy,你的；(Thy)人名；(柬)提
11088,thyroid,甲状腺；甲状软骨；甲状腺剂；甲状腺的；盾状的
11089,tiara,女式冕状头饰；（罗马教皇的）三重冕
11090,tick,标记号于；滴答地记录；滴答声；扁虱；记号；赊欠
11091,ticket,票；入场券，标签；（美）候选人名单；证明书；交通罚款单；加标签于；指派；对…开出交通违规罚单
11092,tickle,使发痒；使高兴；使满足；胳肢；痒感；使人发痒、高兴的东西
11093,tidal,潮汐的；潮的，有关潮水的；定时涨落的；(Tidal)人名；(瑞典)蒂达尔
11094,tide,趋势，潮流；潮汐；随潮漂流
11095,tidy,整齐的；相当大的；整理；收拾；弄整齐；椅子的背罩
11096,tie,系；约束；打结；与…成平局；领带；平局；鞋带；领结；不分胜负
11097,tier,层，排；行，列；等级；使层叠；成递升排列
11098,tiger,老虎；凶暴的人
11099,tight,紧的；密封的；绷紧的；麻烦的；严厉的；没空的；吝啬的；紧紧地；彻底地；(Tight)人名；(英)泰特
11100,tighten,变紧；使变紧
11101,tile,瓷砖，瓦片；铺以瓦；铺以瓷砖
11102,till,[地理][水文] 冰碛；放钱的抽屉；备用现金；直到；直到为止；耕种；犁
11103,tilt,倾斜；翘起；以言词或文字抨击；倾斜
11104,timber,木材；木料
11105,time,时间；时代；次数；节拍；倍数；计时；测定…的时间；安排…的速度；定时的；定期的；分期的
11106,timely,及时的；适时的；及时地；早
11107,timetable,时间表；时刻表；课程表
11108,timid,胆小的；羞怯的
11109,timidity,胆怯，胆小；羞怯
11110,tin,锡；罐头，罐；马口铁；锡制的；涂锡于；给…包马口铁
11111,tinder,火绒；易燃物
11112,tinge,淡色；些许味道；风味；微染；使带气息
11113,tingle,感到刺痛；（耳朵等）鸣响；刺痛感；激动；鸣响
11114,tinker,补锅匠；修补匠；焊锅；（美）小鲭鱼；做焊锅匠；焊补；笨手笨脚地做事
11115,tinkle,使发清脆的声响；叮当声
11116,tinny,锡的；含锡的；像锡的；有锡味的；(Tinny)人名；(罗)廷尼
11117,tint,色彩；浅色；染（发）；给…着色
11118,tiny,微小的；很少的；(Tiny)人名；(葡、印)蒂尼
11119,tip,给小费；翻倒；倾覆；小费；尖端；小建议，小窍门；轻拍
11120,tipper,给小费的人；翻斗卡车；倾卸车之搬运夫
11121,tiptoe,脚尖；趾尖；用脚尖走；用脚尖；踮着脚走的；偷偷摸摸的
11122,tirade,激烈的长篇演说
11123,tire,疲劳；厌倦；轮胎；头饰
11124,tired,疲倦的；厌倦的，厌烦的；疲倦；对…腻烦（tire的过去分词形式）
11125,tiresome,烦人的，无聊的；令人讨厌的
11126,tissue,组织；纸巾；薄纱；一套；饰以薄纱；用化妆纸揩去
11127,titan,巨人；提坦；太阳神
11128,titanic,巨大的；四价钛的；泰坦尼克号
11129,title,冠军；标题；头衔；权利；字幕；加标题于；赋予头衔；把…称为；冠军的；标题的；头衔的
11130,to,向前；（门等）关上；到；向；（表示时间、方向）朝…方向；(To)人名；(柬)多；(中)脱(普通话·威妥玛)
11131,toad,蟾蜍；癞蛤蟆；讨厌的家伙
11132,toast,干杯；烤面包；接受敬酒的人；（在某领域）广受赞誉的人；向…祝酒，为…干杯
11133,tobacco,烟草，烟叶；烟草制品；抽烟
11134,tobacconist,（主英）烟草商；烟草制品零售商
11135,today,今天；现今
11136,toddle,东倒西歪的走路；刚学走步的小孩；蹒跚学步；东倒西歪地走；散步
11137,toe,脚趾；足尖；用脚尖走；以趾踏触
11138,toenail,脚趾甲；[木] 斜钉
11139,toffee,乳脂糖，太妃糖
11140,together,一起；同时；相互；连续地；总共；新潮的；情绪稳定的，做事有效率的
11141,toil,辛苦；苦工；网；圈套；辛苦工作；艰难地行进
11142,toilet,厕所，盥洗室；梳妆，打扮；梳妆，打扮；给…梳妆打扮
11143,token,表征；代币；记号；象征的；表意的；作为对某事的保证的；象征；代表
11144,tolerable,可以的；可容忍的
11145,tolerance,公差；宽容；容忍；公差
11146,tolerant,宽容的；容忍的；有耐药力的
11147,tolerate,忍受；默许；宽恕
11148,toleration,宽容，忍受，默认；耐受性
11149,toll,通行费；代价；钟声；伤亡人数；征收；敲钟
11150,tom,雄性动物（尤指雄猫）；汤姆（人名）；〈美口〉(像汤姆叔一样)逆来顺受
11151,tomato,番茄，西红柿
11152,tomb,坟墓；死亡；埋葬
11153,tomorrow,明天；未来；明天；未来地（等于to-morrow）
11154,ton,吨；很多，大量
11155,tonal,色调的；音调的
11156,tone,语气；色调；音调；音色；增强；用某种调子说
11157,tongs,[机] 夹具；钳子（tong的复数）；用钳夹取（tong的三单形式）
11158,tongue,舌头；语言；舔；斥责；用舌吹
11159,tonic,补药；主调音或基音；滋补的；声调的；使精神振作的
11160,tonight,在今晚；今晚
11161,tonnage,吨位，载重量；船舶总吨数，排水量
11162,too,太；也；很；还；非常；过度
11163,tool,工具，用具；器械，机床；手段；使用工具；用机床装备工厂
11164,tooth,牙齿；给……装齿；啮合
11165,toothache,[口腔] 牙痛
11166,toothbrush,牙刷
11167,toothpaste,牙膏
11168,top,顶部，顶端；上部；首席；陀螺；高出，超越；结束；达到顶点；最高的，顶上的；头等的
11169,topic,主题（等于theme）；题目；一般规则；总论
11170,topographer,地形学者；地志学者
11171,topple,倾倒；倒塌；摇摇欲坠；(Topple)人名；(英)托佩尔
11172,topsoil,表层土；上层土
11173,torch,火把，火炬；手电筒；启发之物；像火炬一样燃烧
11174,torment,折磨，使痛苦；纠缠，作弄；痛苦，苦恼；痛苦的根源
11175,tornado,[气象] 龙卷风；旋风；暴风；大雷雨
11176,torpedo,鱼雷；水雷；油井爆破筒；电鳐；职业杀手；破坏；用鱼雷袭击
11177,torrent,奔流；倾注；迸发；连续不断
11178,torrential,猛烈的，汹涌的；奔流的
11179,torrid,晒热的；热情的
11180,torsion,扭转，扭曲；转矩，[力] 扭力
11181,torso,躯干；裸体躯干雕像；未完成的作品；残缺不全的东西
11182,tortoise,龟，[脊椎] 乌龟（等于testudo）；迟缓的人
11183,tortuous,扭曲的，弯曲的；啰嗦的
11184,torture,折磨；拷问；歪曲
11185,Tory,保守党员；保守主义的
11186,toss,投掷；摇荡；投掷的距离；掷币赌胜负；投掷；使…不安；突然抬起；使…上下摇动；与…掷币打赌
11187,total,全部的；完全的；整个的；总数达；总数，合计
11188,totalitarian,极权主义的；极权主义者
11189,totalitarianism,极权主义
11190,totter,蹒跚；踉跄；蹒跚的步子
11191,touch,接触；触动；使轻度受害；接触；触觉；格调；少许
11192,touchdown,着陆，降落；触地；触地得分
11193,touching,动人的，令人同情的；至于，关于；接触；感动（touch的ing形式）
11194,tough,艰苦的，困难的；坚强的，不屈不挠的；坚韧的，牢固的；强壮的，结实的；恶棍；坚持；忍受，忍耐；强硬地，顽强地
11195,tourism,旅游业；游览
11196,tourist,旅行者，观光客；旅游的；在旅行参观；旅游；观光；坐旅游车厢；坐经济舱
11197,tournament,锦标赛，联赛；比赛
11198,tout,兜售；招徕；刺探赛马情报；侦查者；兜售者
11199,tow,拖；麻的粗纤维；拖曳所用之绳；拖；牵引；曳
11200,toward,向；对于；为了；接近；即将来到的，进行中的；(Toward)人名；(英)特沃德
11201,towel,毛巾，手巾；[纸] 纸巾；用毛巾擦
11202,tower,塔；高楼；堡垒；高耸；超越
11203,town,城镇，市镇；市内商业区
11204,townsfolk,市民；镇民
11205,township,镇区；小镇
11206,townsman,市民，镇民；同乡人
11207,toxic,有毒的；中毒的
11208,toy,玩具；小装饰品；不值钱的东西；玩弄；调情；随随便便地对待；作为玩具的；玩物似的
11209,trace,追溯；沿路走；痕迹，踪迹；微量；[仪] 迹线；缰绳
11210,track,轨道；足迹，踪迹；小道；追踪；通过；循路而行；用纤拉
11211,tract,束；大片土地，地带；小册子
11212,tractable,易于管教的；易驾驭的；易处理的；驯良的
11213,tractor,拖拉机；牵引机
11214,trade,贸易，交易；行业；职业；交易，买卖；以物易物
11215,trademark,商标
11216,tradesman,商人；（英）店主；零售商；手艺人
11217,tradition,惯例，传统；传说
11218,traditional,传统的；惯例的
11219,traffic,交通；运输；贸易；[通信] 通信量；用…作交换；在…通行
11220,trafficker,贩子；商人；从事违法勾当者
11221,tragedian,悲剧演员；悲剧作家
11222,tragedy,悲剧；灾难；惨案
11223,tragic,悲剧的；悲痛的，不幸的
11224,trail,追踪；拖；蔓延；落后于；小径；痕迹；尾部；踪迹；一串，一系列
11225,trailer,拖车；[电视] 预告片；追踪者；乘拖车式活动房屋旅行；用拖车载运
11226,train,火车；行列；长队；裙裾；培养；训练；瞄准
11227,training,训练；培养；瞄准；整枝；训练；教养（train的ing形式）
11228,trait,特性，特点；品质；少许
11229,traitor,叛徒；卖国贼；背信弃义的人
11230,tram,电车轨道；煤车；用煤车运载
11231,tramp,流浪；践踏，踩；脚步沉重地行走；流浪者；沉重的脚步声；徒步旅行
11232,trample,践踏；蔑视，伤害；蹂躏；践踏声
11233,trance,恍惚；出神；着迷，入迷；使恍惚；使发呆
11234,tranquil,安静的，平静的；安宁的；稳定的
11235,tranquility,宁静；平静
11236,transcend,胜过，超越
11237,transcendental,先验的；卓越的，[数] 超越的；超自然的
11238,transcendentalism,超越论；先验论
11239,transcribe,转录；抄写
11240,transfer,转让；转移；传递；过户；转让；转学；换车
11241,transfigure,使变形；使改观；美化；理想化
11242,transform,改变，使…变形；转换
11243,transformation,[遗] 转化；转换；改革；变形
11244,transfuse,输血；灌输；注入
11245,transient,短暂的；路过的；瞬变现象；过往旅客；候鸟
11246,transistor,晶体管（收音机）
11247,transit,运输；经过；运送
11248,transition,过渡；转变；[分子生物] 转换；变调
11249,transitive,及物的；过渡的；可迁的；传递；及物动词
11250,transitory,短暂的，暂时的；瞬息的
11251,translate,翻译；转化；解释；转变为；调动
11252,translation,翻译；译文；转化；调任
11253,translator,译者；翻译器
11254,translucent,透明的；半透明的
11255,transmission,传动装置，[机] 变速器；传递；传送；播送
11256,transmit,传输；传播；发射；传达；遗传
11257,transmutation,变形；变化；演变
11258,transmute,使变形；使变质
11259,transparency,透明，透明度；幻灯片；有图案的玻璃
11260,transparent,透明的；显然的；坦率的；易懂的
11261,transpire,发生；蒸发；泄露
11262,transplant,移植；迁移；使移居；移植；移植器官；被移植物；移居者
11263,transport,运输；运输机；狂喜；流放犯；运输；流放；使狂喜
11264,transportation,运输；运输系统；运输工具；流放
11265,transpose,调换；移项；颠倒顺序；转置阵
11266,transposition,[数] 移项；调换；换置；变调
11267,trap,诱捕；使…受限制；使…陷入困境；陷阱；圈套；[建] 存水湾
11268,trash,垃圾；废物；丢弃；修剪树枝
11269,trauma,[外科] 创伤（由心理创伤造成精神上的异常）；外伤
11270,traveller,旅行者
11271,traverse,穿过；横贯；横木；穿过；反对；详细研究；在…来回移动；横贯的
11272,trawl,拖网；排钩；用拖网捕鱼
11273,trawler,拖网渔船；拖网捕鱼的人
11274,tray,托盘；文件盒；隔底匣；（无线电的）发射箱
11275,treacherous,奸诈的，叛逆的，背叛的；危险的；不牢靠的
11276,treachery,背叛；变节；背叛行为
11277,tread,踏；胎面；步态；鞋底；踏板；梯级；踏；踩；践踏；跳；踩出
11278,treason,[法] 叛国罪；不忠
11279,treasonable,不忠的；叛逆的，谋反的
11280,treasure,财富，财产；财宝；珍品；珍爱；珍藏
11281,treat,治疗；对待；探讨；视为；请客；款待
11282,treatise,论述；论文；专著
11283,treatment,治疗，疗法；处理；对待
11284,treaty,条约，协议；谈判
11285,treble,三倍的；最高声部的；三层的；三重的；三倍；最高声部；变成三倍
11286,tree,树；木料；树状物；把赶上树
11287,treeline,林木线（山顶上树木生长的上限）
11288,trek,艰苦跋涉；（牛）拉（货车）；搬运
11289,tremble,发抖；战栗；焦虑；摇晃；颤抖；战栗；摇晃
11290,tremendous,极大的，巨大的；惊人的；极好的
11291,tremor,[医] 震颤；颤动
11292,trench,沟，沟渠；战壕；堑壕；掘沟
11293,trend,趋势，倾向；走向；趋向，伸向
11294,trespass,侵入；犯罪；打扰；冒犯；罪过；非法侵入；过失；擅自进入
11295,trestle,[交] 栈桥，高架桥；支架，搁凳
11296,trial,试验；审讯；努力；磨炼；试验的；审讯的
11297,triangle,三角（形）；三角关系；三角形之物；三人一组
11298,triangular,三角的，[数] 三角形的；三人间的
11299,tribal,部落的；种族的；(Tribal)人名；(法)特里巴尔
11300,tribe,部落；族；宗族；一伙
11301,tribunal,法庭；裁决；法官席
11302,tributary,纳贡的；附属的；辅助的；支流；进贡国；附属国
11303,tribute,礼物；[税收] 贡物；颂词；（尤指对死者的）致敬，悼念，吊唁礼物
11304,trick,诡计；恶作剧；窍门；花招；骗局；欺诈；欺骗；哄骗；装饰；打扮；特技的；欺诈的；有决窍的
11305,trickle,滴；细细地流；慢慢地移动；滴，淌；细流
11306,tricky,狡猾的；机警的
11307,trifle,琐事；蛋糕；少量；开玩笑；闲混；嘲弄
11308,trigger,引发，引起；触发；扳机；[电子] 触发器；制滑机
11309,trill,颤音；啭声；颤声；用颤音唱；用颤声说
11310,trilogy,三部曲；三部剧
11311,trim,修剪；整理；装点；修剪；整齐；情形；整齐的
11312,trinity,三位一体；三人一组；三个一组的东西；三倍
11313,trinket,小装饰品；不值钱的小玩意儿；密谋
11314,trip,绊倒；远足；犯错误；轻快地走；旅行；绊倒；差错
11315,triple,三倍的；三方的；三倍数；三个一组；增至三倍
11316,tripod,[摄] 三脚架；三脚桌
11317,tripper,远足者；旅行者；绊跌者
11318,triumph,胜利，凯旋；欢欣；获得胜利，成功
11319,triumphant,成功的；得意洋洋的；狂欢的
11320,trivia,琐事
11321,trivial,不重要的，琐碎的；琐细的
11322,trolley,手推车；（美）有轨电车（等于trolley car）；（英）无轨电车（等于trolleybus）；空中吊运车；乘电车；用手推车运
11323,trombone,长号，伸缩喇叭
11324,troop,军队；组；群；多数；群集；成群而行；结队
11325,trophy,奖品；战利品；纪念品；用战利品装饰；显示身份的；有威望的
11326,tropic,热带；回归线；热带的
11327,tropical,热带的；热情的；酷热的
11328,trot,（人）慢跑；马小跑的步态；小跑的马蹄声；刚学步的小孩；老太婆；腹泻；（学生作弊用的）译文对照本；（马）小跑；（人）慢跑；快步走
11329,trouble,麻烦；烦恼；故障；动乱；麻烦；使烦恼；折磨
11330,troublemaker,捣乱者，闹事者；惹麻烦的人
11331,troubleshooter,故障检修工；解决纠纷者；解决麻烦问题的能手
11332,troublesome,麻烦的；讨厌的；使人苦恼的
11333,trough,水槽，水槽；低谷期；饲料槽；低气压
11334,trounce,痛打；严责；打败
11335,troupe,剧团；一班；一团；巡回演出
11336,trousers,裤子，长裤
11337,trout,鳟鱼，鲑鱼
11338,truant,旷课者；懒惰的人；旷课的；偷懒的；逃学；偷懒，逃避责任
11339,truce,停战；休战；休战协定；以休战结束；停止争执；停战
11340,truck,卡车；交易；手推车；驾驶卡车；以物易物；（美）运货汽车的
11341,trudge,跋涉；步履艰难地走；长途跋涉；沉重的步伐
11342,true,真实的；正确的；真实地；准确地；真实；准确；装准
11343,truism,自明之理；老生常谈；老套；众所周知；真实性
11344,truly,真实地，不假；真诚地；(Truly)人名；(英)特鲁利
11345,trump,王牌；法宝；喇叭；胜过；打出王牌赢
11346,trumpet,喇叭；喇叭声；吹喇叭；吹嘘
11347,trundle,滚动；小脚轮；使滚动；运送
11348,trunk,树干；躯干；象鼻；汽车车尾的行李箱；把…放入旅行箱内；干线的；躯干的；箱子的
11349,trust,信任，信赖；责任；托拉斯；信任，信赖；盼望；赊卖给
11350,trustee,受托人；托管人；移交（财产或管理权）给受托人
11351,trustworthy,可靠的；可信赖的
11352,truth,真理；事实；诚实；实质
11353,truthful,真实的；诚实的
11354,try,试图，努力；试验；审判；考验；尝试；努力；试验
11355,trying,难受的；难堪的；费劲的；令人厌烦的；尝试（try的ing形式）；试验
11356,tryout,试验；选拔赛；预赛
11357,tsar,沙皇（大权独揽的人物）
11358,tub,浴盆；桶；把…装入桶；为…洗盆浴；洗盆浴；（衣服等）被放在桶里洗
11359,tuba,大号，低音兼次中音大号；（管风琴的）簧管音栓
11360,tube,管；电子管；隧道；电视机；使成管状；把…装管；用管输送
11361,tuberculosis,肺结核；结核病
11362,tubular,管状的
11363,tuck,卷起；挤进；用某物舒适地裹住；使有褶裥；收拢；大口吃；使隐藏；食物；船尾突出部；缝摺；抱膝式跳水；活力；鼓声
11364,Tuesday,星期二
11365,tuft,一簇；丛生植物；一丛；用丛毛装饰；丛生
11366,tug,拖船；拖曳；苦干；用力拉；竞争；努力做
11367,tuition,学费；讲授
11368,tulip,郁金香
11369,tumble,摔倒；倒塌；滚动；打滚；仓惶地行动；跌倒；翻筋斗；跌跤
11370,tummy,肚子；胃
11371,tumour,[肿瘤] 瘤；肿瘤；肿块
11372,tumult,骚动；骚乱；吵闹；激动
11373,tumultuous,吵闹的；骚乱的；狂暴的
11374,tuna,金枪鱼，鲔鱼
11375,tune,曲调；和谐；心情；调整；使一致；为…调音
11376,tunnel,隧道；坑道；洞穴通道；挖；在…打开通道；在…挖掘隧道
11377,turbid,浑浊的；混乱的；雾重的
11378,turbine,[动力] 涡轮；[动力] 涡轮机
11379,turbot,大比目鱼
11380,turbulence,骚乱，动荡；[流] 湍流；狂暴
11381,turbulent,骚乱的，混乱的；狂暴的；吵闹的；激流的，湍流的
11382,turf,草皮；泥炭；跑马场；覆草皮于
11383,Turkey,土耳其（横跨欧亚两洲的国家）
11384,turmoil,混乱，骚动
11385,turn,转动，使旋转；转弯；翻过来；兑换；转弯；变化；(损害或有益于别人的)行为，举动，举止
11386,Turner,特纳（姓氏）
11387,turning,转向；旋转；回转；转弯处；旋转（turn的ing形式）
11388,turnip,萝卜；芜菁甘蓝，大头菜
11389,turnout,产量；出席者；参加人数；出动；清除；[公路] 岔道
11390,turnover,翻覆；[贸易] 营业额；流通量；半圆卷饼；失误；翻过来的；可翻转的
11391,turnpike,[税收] 收费高速公路；收税关卡
11392,turret,炮塔；角楼；小塔；攻城用仰冲车
11393,turtle,龟，甲鱼；海龟
11394,turtleneck,圆翻领；高翻领毛衣；圆翻领的
11395,tutelage,监护；指导
11396,tutor,辅导；约束；导师；家庭教师；助教
11397,tutorial,辅导的；家庭教师的，个别指导的；个别指导
11398,tweed,花呢；花呢服装
11399,twelfth,第十二的，第十二个的；十二分之一的；第十二；月的第十二日
11400,twelve,十二；十二个；十二的；十二个的
11401,twentieth,二十分之一；第二十的；二十分之一的；第二十
11402,twenty,二十；二十年代；二十；二十的
11403,twice,两次；两倍
11404,twig,理解；小枝；嫩枝；末梢
11405,twilight,黎明，黄昏；薄暮；衰退期；朦胧状态；黄昏；薄暮；衰退期；朦胧状态
11406,twin,使成对；双胞胎中一人；双胞胎的
11407,twinkle,闪烁；发亮；闪烁
11408,twirl,使快速转动，使快速旋转；捻弄；转动，旋转；旋转的东西；万能钥匙
11409,twist,捻；拧；扭伤；编织；使苦恼；扭曲；拧；扭伤
11410,twitch,抽搐；抽动；痉挛；阵痛；抽搐；抽动；阵痛
11411,two,两个；两个的；二
11412,type,类型，品种；模范；样式；打字；测定（血等）类型
11413,typewriter,打字机
11414,typhoon,[气象] 台风
11415,typical,典型的；特有的；象征性的
11416,typist,打字员，打字者
11417,typographical,印刷上的；排字上的
11418,typography,排印；[印刷] 活版印刷术；印刷格式
11419,tyrannical,残暴的；暴君的；专横的
11420,tyrannize,施行暴政；欺压
11421,tyranny,暴政；专横；严酷；残暴的行为（需用复数）
11422,tyrant,暴君
11423,tyre,装轮胎于；[橡胶] 轮胎；轮箍
11424,ubiquitous,普遍存在的；无所不在的
11425,ugly,丑陋的；邪恶的；令人厌恶的
11426,ulcer,[病理] 溃疡；腐烂物；道德败坏
11427,ulterior,将来的，较远的；在那边的；隐秘不明的
11428,ultimate,最终的；极限的；根本的；终极；根本；基本原则
11429,ultimatum,最后通牒；最后结论；基本原理
11430,ultrasonic,[声] 超声的；超音速的；超声波
11431,ultrasound,超声；超音波
11432,ultraviolet,紫外的；紫外线的；紫外线辐射，紫外光
11433,umbrella,雨伞；保护伞；庇护；伞形结构
11434,umpire,当裁判，任裁判；裁判员，仲裁人
11435,unabashed,不害羞的；不畏惧的；厚脸皮的
11436,unabated,不减弱的，不衰退的
11437,unable,不会的，不能的；[劳经] 无能力的；不能胜任的
11438,unacceptable,不能接受的；不受欢迎的
