序号,核心词汇,简要解释
3121,segment,分割；段；部分
3122,seizure,没收；夺取；捕获；（疾病的）突然发作
3123,seldom,很少，不常
3124,selection,选择，挑选；选集；精选品
3125,selfish,自私的；利己主义的
3126,seller,卖方，售货员
3127,semester,学期；半年
3128,semicolon,分号
3129,seminar,讨论会，研讨班
3130,senate,参议院，上院；（古罗马的）元老院
3131,seniority,长辈；老资格；前任者的特权
3132,sensation,感觉；轰动；感动
3133,sensible,明智的; 通情达理的; 合乎情理的; 意识到的，能感觉到的;；可感觉到的东西; 敏感的人;
3134,sensitive,敏感的；感觉的；[仪] 灵敏的；感光的；易受伤害的；易受影响的；敏感的人；有灵异能力的人
3135,sentimental,伤感的；多愁善感的；感情用事的；寓有情感的
3136,separate,使分离；使分开；使分居；单独的；分开的；不同的；各自的；；分开；抽印本
3137,separation,分离，分开；间隔，距离；[法] 分居；缺口
3138,sequence,[数][计] 序列；顺序；续发事件；按顺序排好
3139,sergeant,军士；警察小队长；海军陆战队中士；高等律师
3140,series,系列，连续；[电] 串联；级数；丛书
3141,sermon,布道；训诫；启示；冗长的讲话；对…布道；对…说教；布道
3142,serpent,蛇（尤指大蛇或毒蛇）；狡猾的人
3143,serviceman,军人；维修人员
3144,sesame,芝麻
3145,session,会议；（法庭的）开庭；（议会等的）开会；学期；讲习会
3146,setback,挫折；退步；逆流
3147,settee,有靠背的长椅；中型沙发
3148,setting,环境；安装；布置；[天] 沉落；放置；沉没；使…处于某位置（set的ing形式）
3149,sever,割断，断绝；分开；使分离；(Sever)人名；(俄)谢韦尔；(捷、塞、意、西、土、瑞典、罗)塞韦尔；(英)塞弗；(德)泽弗
3150,severe,严峻的；严厉的；剧烈的；苛刻的
3151,severely,严重地；严格地，严厉地；纯朴地
3152,sewage,污水；下水道；污物
3153,sewer,下水道；阴沟；裁缝师；为…铺设污水管道；用下水道排除…的污水；清洗污水管
3154,sewerage,下水道系统
3155,sexy,性感的；迷人的；色情的
3156,shaft,拍杆；[机] 轴；箭杆；杆状物；利用；在……上装杆
3157,shake,动摇；摇动；震动；握手；摇动；哆嗦
3158,shameless,无耻的；不要脸的；伤风败俗的
3159,shampoo,洗发；洗发精；洗发
3160,shareholder,股东；股票持有人
3161,shawl,围巾，长方形披巾；用披巾包裹
3162,sheer,绝对的；透明的；峻峭的；纯粹的；完全；陡峭地；偏航；偏航；透明薄织物
3163,sheet,薄片，纸张；薄板；床单；覆盖；盖上被单；使成大片；片状的
3164,shellfish,甲壳类动物；贝类等有壳的水生动物
3165,shepherd,牧羊；带领；指导；看管；牧羊人；牧师；指导者
3166,sheriff,州长；郡治安官；执行吏
3167,sherry,雪利酒（西班牙产的一种烈性白葡萄酒）；葡萄酒
3168,shield,盾；防护物；保护者；遮蔽；包庇；避开；保卫
3169,shift,移动；变化；手段；轮班；移动；转变；转换
3170,shilling,先令
3171,shipment,装货；装载的货物
3172,shiver,颤抖，战栗；碎片；颤抖；哆嗦；打碎
3173,shockproof,防震的；防电击的
3174,shoemaker,鞋匠；补鞋工人
3175,shoplift,从商店中偷商品
3176,shortage,缺乏，缺少；不足
3177,shorten,缩短；减少；变短
3178,shotgun,霰弹猎枪；猎枪的；被迫的；用猎枪射击；强迫；用猎枪射击
3179,shovel,铁铲；一铲的量；铲车；铲除；用铲挖；把…胡乱塞入
3180,showcase,陈列橱，[家具] 陈列柜；显示优点的东西；使展现；在玻璃橱窗陈列
3181,showdown,摊牌；紧要关头；最后一决胜负
3182,shrewd,精明的；狡猾的；机灵的；精明（的人）；机灵（的人）
3183,shriek,尖叫；促人注意；尖声；尖锐的响声
3184,shrill,尖锐的；刺耳的；尖锐地；尖声喊叫；尖叫声
3185,shrimp,虾；小虾；矮小的人；捕虾；有虾的；虾制的
3186,shrine,圣地；神殿；神龛；圣祠；将…置于神龛内；把…奉为神圣
3187,shrub,灌木；灌木丛
3188,shrug,耸肩，耸肩表示；耸肩
3189,shudder,发抖；战栗；震动；发抖；战栗
3190,shutter,快门；百叶窗；关闭物；遮板；为…装百叶窗；以百叶窗遮闭
3191,sicken,使患病；使恶心；使嫌恶
3192,sickle,镰刀
3193,sideboard,餐具柜；侧板，边线界墙
3194,sidelight,侧灯，舷灯；趣闻；侧面射进来的光线
3195,siege,围攻；包围；围城；不断袭击；长期努力；围攻；包围
3196,sieve,[粮食][矿业] 筛子；滤网；不能保守秘密的人；筛；滤
3197,sift,筛选；撒；过滤；详查；(Sift)人名；(匈)希夫特
3198,sight,视力；景象；眼界；见解；看见；瞄准；见票即付的；即席的
3199,sign,迹象；符号；记号；手势；指示牌；签署；签名
3200,signal,信号；暗号；导火线；标志；用信号通知；表示；显著的；作为信号的
3201,significance,意义；重要性；意思
3202,signpost,路标；指示牌
3203,silent,沉默的；寂静的；无记载的；无声电影
3204,silicon,[化学] 硅；硅元素
3205,silky,丝的；柔滑的；温和的；丝绸一样的
3206,silvery,银色的；清脆的；银铃一般的；似银的
3207,similar,相似的；类似物
3208,similarity,类似；相似点
3209,simile,明喻；直喻
3210,simplify,简化；使单纯；使简易
3211,simultaneous,同时的；联立的；同时发生的；同时译员
3212,sincerity,真实，诚挚
3213,sinful,有罪的
3214,singular,单数的；单一的；非凡的；异常的；单数
3215,sinister,阴险的；凶兆的；灾难性的；左边的
3216,sink,下沉；消沉；渗透；水槽；洗涤槽；污水坑
3217,sitcom,情景喜剧（situation comedy）
3218,site,地点；位置；场所；设置；为…选址
3219,situate,使位于；使处于；位于…的
3220,situation,情况；形势；处境；位置
3221,skate,滑冰；滑过；溜冰；冰鞋
3222,skeleton,骨架，骨骼；纲要；骨瘦如柴的人；骨骼的；骨瘦如柴的；概略的
3223,skeptical,怀疑的；怀疑论的，不可知论的
3224,sketch,素描；略图；梗概；画素描或速写
3225,skid,打滑；[车辆] 刹车；滑轨，滑动垫木；刹住，使减速；滚滑
3226,skilled,熟练的；有技能的；需要技能的
3227,skirmish,小冲突，小规模战斗；小争论；进行小规模战斗；发生小争论
3228,skull,头盖骨，脑壳
3229,skyrocket,流星烟火；冲天火箭；飞涨，突然高升
3230,slack,松弛的；疏忽的；不流畅的；松懈；减弱；煤末；峡谷；马虎地；缓慢地
3231,slam,砰地关上；猛力抨击；猛击；砰然声
3232,slander,诽谤；造谣中伤；诽谤；中伤
3233,slang,俚语；行话；俚语的；用粗话骂
3234,slant,倾斜；观点；偏见；倾斜；有倾向；倾斜的；有偏见的
3235,slap,拍击；侮辱；掌击；掴…的耳光；掴；侮辱；掌击；拍打声；直接地；猛然地；恰好
3236,slate,板岩；石板；蓝色；石片；铺石板；严厉批评某人；计划；板岩的；石板色的
3237,slaughter,屠宰，屠杀；杀戮；使惨败；屠宰，屠杀；杀戮；消灭
3238,slay,杀害，杀死；使禁不住大笑；(Slay)人名；(英、柬)斯莱
3239,sledge,用雪橇搬运；乘雪橇；用大锤打；雪橇；大锤
3240,sleepless,失眠的；不休息的；警觉的；永不停息的
3241,sleet,下雨夹雪；下冰雹；雨夹雪；雨淞
3242,sleigh,乘雪橇；驾雪橇；雪橇
3243,slender,细长的；苗条的；微薄的
3244,slice,薄片；部分；菜刀，火铲；切下；把…分成部分；将…切成薄片
3245,slide,滑动；幻灯片；滑梯；雪崩；滑动；滑落；不知不觉陷入
3246,slim,苗条的；修长的；微小的；差的；使…体重减轻；使…苗条；(Slim)人名；(阿拉伯)萨利姆；(英、西)斯利姆
3247,sling,[机] 吊索；投石器；抛掷；用投石器投掷；吊起
3248,slip,滑动；滑倒；犯错；失足；减退；滑，滑倒；片，纸片；错误；下跌；事故；滑动的；有活结的；活络的；串行线路接口协议，是旧式的协议（Serial Line Interface Protocol）
3249,slogan,标语；呐喊声
3250,slope,斜坡；倾斜；斜率；扛枪姿势；倾斜；逃走
3251,slot,位置；狭槽；水沟；硬币投币口；跟踪；开槽于
3252,sluggish,萧条的；迟钝的；行动迟缓的；懒惰的；市况呆滞；市势疲弱
3253,slum,（为猎奇或救济等）去贫民窟；贫民窟；陋巷；脏乱的地方
3254,slumber,睡眠；麻木状态；静止状态；睡眠；蛰伏；麻木
3255,sly,狡猾的；淘气的；诡密的；(Sly)人名；(英)斯莱
3256,smack,滋味；少量；海洛因；风味；掴；用掌击；猛然；直接地
3257,smash,粉碎；使破产；溃裂；破碎；扣球；冲突；大败；了不起的；非常轰动的；出色的
3258,smear,诽谤；弄脏；涂上；把…擦模糊；涂片；诽谤；污点
3259,smith,史密斯（男子姓氏）
3260,smoked,熏制的；用烟处理（smoke的过去分词）
3261,smokeless,无烟的；不冒烟的
3262,smokestack,烟囱，烟窗；低技术制造业的；大工厂的
3263,smoky,冒烟的；烟熏味的；熏着的；呛人的；烟状的
3264,smudge,弄脏，涂污；用浓烟熏；污点，污迹；烟熏火堆
3265,smuggle,走私；偷运
3266,snail,蜗牛；迟钝的人；缓慢移动
3267,snapshot,快照，快相；急射，速射；简单印象；给…拍快照；拍快照
3268,sneak,溜；鬼鬼祟祟做事；向老师打小报告；鬼鬼祟祟的人；偷偷摸摸的行为；告密者；暗中进行的
3269,sneer,嘲笑，冷笑
3270,snicker,偷笑，窃笑；窃笑
3271,sniff,嗅；嗤之以鼻；吸，闻；嗤之以鼻；气味；以鼻吸气；吸气声
3272,snobbery,势利，谄上欺下；摆绅士架子；势利的行为或语言
3273,snooker,斯诺克台球；阻挠
3274,snore,鼾声；打呼噜；打着鼾声渡过
3275,snug,舒适的；温暖的；紧身的；隐藏的；使变得温暖舒适；隐藏；偎依；舒适地蜷伏；舒适温暖的地方；雅室
3276,soak,吸收，吸入；沉浸在（工作或学习中）；使……上下湿透；浸；湿透；大雨
3277,soapy,涂着肥皂的；含有肥皂的；似肥皂的；圆滑的
3278,soar,高飞；高耸；往上飞舞；高飞；高涨
3279,sober,冷静的，清醒的；未醉的；使严肃；使醒酒，使清醒；(Sober)人名；(英)索伯
3280,sociable,社交的；好交际的；友善的；联谊会
3281,socket,插座；窝，穴；牙槽；给…配插座
3282,soda,苏打；碳酸水
3283,sodium,[化学] 钠（11号元素，符号 Na）
3284,soften,使温和；使缓和；使变柔软
3285,solar,太阳的；日光的；利用太阳光的；与太阳相关的；日光浴室
3286,soldierly,军人的；适于军人的；英勇的
3287,sole,鞋底；脚底；基础；鳎目鱼；唯一的；单独的；仅有的；触底；上鞋底
3288,solemn,庄严的，严肃的；隆重的，郑重的
3289,solicit,征求；招揽；请求；乞求
3290,solidarity,团结，团结一致
3291,solitude,孤独；隐居；荒僻的地方
3292,solo,独奏；独唱；独奏曲；独奏的；独唱的；单独的；单人攀登；单独驾；单独地
3293,solution,解决方案；溶液；溶解；解答
3294,solve,解决；解答；溶解
3295,somehow,以某种方法；莫名其妙地
3296,sometime,改天；来日；在某一时候；以前的；某一时间的
3297,somewhat,几分；某物；有点；多少；几分；稍微
3298,sonnet,十四行诗；商籁诗
3299,soot,煤烟，烟灰；用煤烟熏黑；以煤烟弄脏
3300,soothe,安慰；使平静；缓和
3301,sophisticated,复杂的；精致的；久经世故的；富有经验的；使变得世故；使迷惑；篡改（sophisticate的过去分词形式）
3302,sophomore,大学二年级生；（美）有二年经验的人；二年级的；二年级学生的
3303,sore,疼痛的，痛心的；剧烈的，极度的；恼火的，发怒的；厉害的，迫切的；溃疡，痛处；恨事，伤心事
3304,sorghum,高粱；[作物] 蜀黍；甜得发腻的东西
3305,sos,紧急求救信号；发出遇难信号
3306,soul,灵魂；心灵；精神；鬼魂；美国黑人文化的
3307,source,来源；水源；原始资料
3308,southerly,来自南方的；向南的；来自南方；向南；南风
3309,southward,向南的；在南方的；向南；朝南的方向
3310,sovereignty,主权；主权国家；君主；独立国
3311,soviet,苏联的；苏维埃的；委员会的；苏维埃（代表会议）；委员会；代表会议
3312,sow,播种；散布；使密布；母猪
3313,soy,大豆；酱油
3314,spa,矿泉；温泉浴场；矿泉治疗地
3315,space,空间；太空；距离；留间隔
3316,spacious,宽敞的，广阔的；无边无际的
3317,span,跨度，跨距；范围；跨越；持续；以手指测量
3318,Spaniard,西班牙人
3319,spanner,扳手；螺丝扳手；测量器；用手掌量的人
3320,sparkle,闪耀；火花；活力；使闪耀；使发光
3321,sparse,稀疏的；稀少的
3322,sparsely,稀疏地；贫乏地
3323,spawn,卵；菌丝；产物；产卵；酿成，造成；大量生产
3324,spearhead,矛头；先锋；先锋部队；带头；做先锋
3325,special,特使，特派人员；特刊；特色菜；专车；特价商品；特别的；专门的，专用的
3326,specialize,专门从事；详细说明；特化
3327,species,[生物] 物种；种类；物种上的
3328,specification,规格；说明书；详述
3329,specimen,样品，样本；标本
3330,speck,灰尘；污点；小颗粒；使有斑点
3331,spectacular,壮观的，惊人的；公开展示的
3332,speculate,推测；投机；思索
3333,speechless,说不出话的；哑的；非言语所能表达的
3334,speed,超速，加速；加速，迅速前行；兴隆；速度，速率；迅速，快速；昌盛，繁荣
3335,speedometer,速度计；里程计
3336,speedway,高速公路；（摩托车或汽车的）赛车跑道；机器脚踏车的竞赛场
3337,sphere,范围；球体；包围；放入球内；使…成球形；球体的
3338,spicy,辛辣的；香的，多香料的；下流的
3339,spider,蜘蛛；设圈套者；三脚架
3340,spike,长钉，道钉；钉鞋；细高跟；阻止；以大钉钉牢；用尖物刺穿
3341,spill,使溢出，使流出；使摔下；溢出，溅出；溢出量；摔下；小塞子
3342,spin,旋转；纺纱；吐丝；晕眩；旋转；疾驰
3343,spinach,菠菜
3344,spine,脊柱，脊椎；刺；书脊
3345,spinster,老姑娘；未婚女人
3346,spiral,螺旋；旋涡；螺旋形之物；螺旋形的；盘旋的；使成螺旋形；使作螺旋形上升
3347,spite,不顾；恶意；怨恨；刁难；使恼怒
3348,splash,溅，泼；用使液体飞溅；飞溅的水；污点；卖弄
3349,splendour,显赫（等于splendor）；光彩壮丽
3350,splinter,碎片；微小的东西；极瘦的人；分裂；裂成碎片
3351,spoil,溺爱；糟蹋；破坏；掠夺；次品；奖品
3352,spokesperson,发言人；代言人
3353,sponge,抹掉；用海绵擦拭；讨得；海绵；海绵状物
3354,sponsor,赞助者；主办者；保证人；赞助；发起
3355,spontaneous,自发的；自然的；无意识的
3356,sportsman,运动员；运动家；冒险家
3357,sportsmanship,运动员精神，运动道德
3358,sportswoman,女运动家；女运动员
3359,spot,地点；斑点；认出；弄脏；用灯光照射；现场的；现货买卖的；准确地；恰好
3360,spotless,无可挑剔的；无瑕疵的；纯洁的
3361,spotlight,聚光灯；反光灯；公众注意的中心；聚光照明；使公众注意
3362,spouse,配偶；和…结婚
3363,sprain,扭伤
3364,spread,传播；伸展；伸展的
3365,springboard,跳板；出发点；利用跳板跃进
3366,springlock,弹簧锁
3367,sprinkle,撒，洒；少量；洒；微雨；散置
3368,sprout,发芽；长芽；芽；萌芽；苗芽
3369,spruce,打扮整齐；使显干净；整洁的；云杉
3370,spur,鼓舞，刺激；马刺；山坡；骑马疾驰；给予刺激
3371,squad,班；小队；五人组（篮球队的非正式说法）；把…编成班；把…编入班
3372,squander,浪费
3373,squarely,直角地；诚实地；正好；干脆地；正当地
3374,squat,蹲，蹲下；蹲坐；蹲伏；蹲坐，蜷伏；蹲着的；矮胖的
3375,squeeze,挤；紧握；勒索；压榨；紧握；拥挤；佣金
3376,stab,刺；刺伤；戳；刺穿；直入；刺；戳；尝试；突发的一阵
3377,stabilize,使稳固，使安定
3378,stable,马厩；牛棚；稳定的；牢固的；坚定的；被关在马厩
3379,stack,堆；堆叠；使堆叠；把…堆积起来
3380,staff,职员；参谋；棒；支撑；职员的；行政工作的；供给人员；给…配备职员
3381,stag,牡鹿；不带女伴的舞客；阉割过的雄鹿；全是男人的；不带女伴参加晚会
3382,stagger,蹒跚；使交错；使犹豫；蹒跚；交错安排；交错的；错开的
3383,stagnant,停滞的；不景气的；污浊的；迟钝的
3384,stain,沾污；败坏；给…着色；污点；瑕疵；着色剂
3385,stainless,不锈的；纯洁的，未被玷污的；无瑕疵的
3386,staircase,楼梯
3387,stake,桩，棍子；赌注；火刑；奖金；资助，支持；系…于桩上；把…押下打赌
3388,stale,陈腐的；不新鲜的；变陈旧；撒尿；变得不新鲜；尿
3389,stalk,（植物的）茎，秆；（支持叶子、果实和花的）梗，柄；追踪；高视阔步；追踪，潜近；高视阔步
3390,stall,货摊；畜栏；托辞；停止，停转；拖延
3391,stammer,口吃；结结巴巴地说；口吃；结巴
3392,stand,站立；位于；停滞；站立；立场；看台；停止
3393,standardize,使标准化；用标准检验
3394,standpoint,立场；观点
3395,standstill,停顿；停止
3396,stapler,[轻] 订书机；主要商品批发商；把羊毛分级的人
3397,starch,淀粉；刻板，生硬；给…上浆
3398,starry,布满星星的；闪闪发光的；星光照耀的；星形的；(Starry)人名；(英)斯塔里
3399,startle,使吓一跳；使惊奇；惊愕；惊恐
3400,startling,令人吃惊的
3401,state,国家；州；情形；规定；声明；陈述；国家的；州的；正式的
3402,statement,声明；陈述，叙述；报表，清单
3403,stateroom,政府公寓；特等舱；包房
3404,statesman,政治家；国务活动家
3405,static,静态的；静电的；静力的；静电；静电干扰
3406,stationary,固定的；静止的；定居的；常备军的；不动的人；驻军
3407,stationery,文具；信纸
3408,statistics,统计；统计学；[统计] 统计资料
3409,statue,雕像，塑像；以雕像装饰
3410,status,地位；状态；情形；重要身份
3411,statute,[法] 法规；法令；条例
3412,staunch,坚定的；忠诚的；坚固的；止住；止血；(Staunch)人名；(英)斯汤奇
3413,steadfast,坚定的；不变的
3414,stealthy,鬼鬼祟祟的；秘密的
3415,steamer,轮船；蒸汽机；蒸笼
3416,steeple,尖塔；尖顶；把…建成尖塔
3417,steer,控制，引导；驾驶；阉牛
3418,stem,干；茎；船首；血统；阻止；除去…的茎；给…装柄
3419,stench,恶臭；臭气；使…散发恶臭；发恶臭
3420,step,步，脚步；步骤；步伐；梯级；踏，踩；走
3421,stereo,立体声；立体声系统；铅版；立体照片；立体的；立体声的；立体感觉的
3422,sterile,不育的；无菌的；贫瘠的；不毛的；枯燥乏味的
3423,sterling,纯正的；英币的；纯银制的；英国货币；标准纯银
3424,stern,船尾；末端；严厉的；坚定的
3425,stew,炖，炖汤；焖；忧虑；受闷热；炖，炖汤；烦恼；闷热；鱼塘
3426,sticky,粘的；粘性的
3427,stiffen,变硬；变猛烈；变粘
3428,stifle,扼杀；使窒息；藏匿；（马等的）后膝关节；（马等的）[动] 后膝关节病
3429,stigma,[植] 柱头；耻辱；污名；烙印；特征
3430,stimulate,刺激；鼓舞，激励
3431,sting,刺痛；讽刺，刺激；刺毛；刺；驱使；使…苦恼；使…疼痛
3432,stink,臭味；讨厌的人；发出臭味；招人讨厌
3433,stir,搅拌；轰动；搅拌；激起；惹起
3434,stitch,针脚，线迹；一针；缝，缝合
3435,stock,股份，股票；库存；血统；树干；家畜；存货的，常备的；平凡的；进货；备有；装把手于…
3436,stocking,长袜
3437,stoneware,瓷器；石器
3438,stony,无情的；多石的；石头的
3439,stool,凳子；粪便；厕所；长新枝；分檗
3440,stoop,弯腰；屈服；堕落；弯腰，屈背；屈服
3441,stopper,塞子；阻塞物；制止者；妨碍物；用塞子塞住
3442,storey,[建] 楼层；叠架的一层
3443,stout,结实的；矮胖的；勇敢的；激烈的；矮胖子；烈性啤酒
3444,straightforward,简单的；坦率的；明确的；径直的；直截了当地；坦率地
3445,strain,张力；拉紧；负担；扭伤；血缘；拉紧；尽力
3446,strangle,把…勒死；使…窒息
3447,strap,用带捆绑；用皮条抽打；约束；带；皮带；磨刀皮带；鞭打
3448,strategy,战略，策略
3449,straw,稻草；吸管；一文不值的东西；稻草的；无价值的
3450,stray,流浪；迷路；偏离；迷路的；离群的；偶遇的；走失的家畜；流浪者
3451,streak,条纹，线条；倾向；飞跑，疾驶；加上条纹
3452,streamline,把…做成流线型；使现代化；组织；使合理化；使简单化；流线；流线型；流线型的
3453,streetcar,有轨电车
3454,strength,力量；力气；兵力；长处
3455,stress,压力；强调；紧张；重要性；重读；强调；使紧张；加压力于；用重音读
3456,stretch,"伸展,张开；（大量地）使用，消耗（金钱，时间）；使竭尽所能；使全力以赴；；伸展，延伸"
3457,stricken,患病的；受挫折的；受…侵袭的；遭殃的
3458,stride,大步；步幅；进展；跨过；大踏步走过；跨坐在…
3459,strife,冲突；争吵；不和
3460,striking,显著的，突出的，惊人的；打击的；罢工的；打（strike的ing形式）
3461,strip,剥夺；剥去；脱去衣服；带；条状；脱衣舞
3462,striped,有条纹的；有斑纹的；被剥去（strip的过去分词）
3463,strive,努力；奋斗；抗争
3464,stroke,（游泳或划船的）划；中风；（打、击等的）一下；冲程；（成功的）举动；尝试；轻抚；（用笔等）画；轻抚；轻挪；敲击；划尾桨；划掉；（打字时）击打键盘
3465,stroll,漫步；闲逛；巡回演出；散步；闲逛；巡回演出
3466,strong,坚强的；强壮的；牢固的；擅长的；强劲地；猛烈地；(Strong)人名；(英)斯特朗
3467,structure,结构；构造；建筑物；组织；构成；建造
3468,struggle,奋斗，努力；挣扎；努力，奋斗；竞争
3469,stubborn,顽固的；顽强的；难处理的
3470,stud,种马；大头钉；饰纽；壁骨；散布；用许多饰钮等装饰；种马的；为配种而饲养的
3471,stuff,东西；材料；填充物；素材资料；塞满；填塞；让吃饱
3472,stuffing,填料，填塞物
3473,stumble,踌躇，蹒跚；失足；犯错；绊倒；蹒跚而行
3474,stump,树桩；残余部分；假肢；砍伐；使为难；在…作巡回政治演说
3475,stun,使震惊；打昏；给以深刻的印象；昏迷；打昏；惊倒；令人惊叹的事物
3476,sturdy,坚定的；强健的；健全的；羊晕倒病
3477,stutter,结结巴巴地说话；口吃，结巴
3478,stylistic,体裁上的；格式上的；文体论的
3479,subdue,征服；抑制；减轻
3480,subjective,主观的；个人的；自觉的
3481,subjunctive,虚拟语气；虚拟的；虚拟语气的
3482,submit,使服从；主张；呈递
3483,subsequently,随后，其后；后来
3484,subsidiary,附属的；辅助的；子公司；辅助者
3485,subsidy,补贴；津贴；补助金
3486,substance,物质；实质；资产；主旨
3487,substantial,大量的；实质的；内容充实的；本质；重要材料
3488,substitution,代替；[数] 置换；代替物
3489,subtle,微妙的；精细的；敏感的；狡猾的；稀薄的
3490,subtract,减去；扣掉
3491,suburb,郊区；边缘
3492,subway,地铁；地道；乘地铁
3493,successive,连续的；继承的；依次的；接替的
3494,successively,相继地；接连着地
3495,suckle,给…哺乳；吮吸；养育
3496,sue,控告；请求；(Sue)人名；(日)末(名)；(法)休；(英)休(女子教名Susan、Susanna的昵称)
3497,sufficient,足够的；充分的
3498,suffix,添后缀；后缀；下标
3499,suffocate,受阻，受扼制；窒息
3500,suggestion,建议；示意；微量，细微的迹象
3501,suggestive,暗示的；提示的；影射的
3502,suicide,自杀；自杀行为；自杀者；自杀的；自杀
3503,suitability,适合；适当；相配
3504,suited,合适的；适合（suit的过去分词）
3505,sulky,生气的；阴沉的
3506,sullen,愠怒的，不高兴的；（天气）阴沉的；沉闷的
3507,sulphate,硫酸盐；使与硫酸化合；硫酸盐化
3508,sulphur,硫磺；硫磺色；使硫化；用硫磺处理
3509,summarize,总结；概述
3510,summon,召唤；召集；鼓起；振作
3511,sumo,（日）相扑
3512,sunbath,日光浴；太阳灯浴
3513,superb,极好的；华丽的；宏伟的；(Superb)人名；(罗)苏佩尔布
3514,superior,上级的；优秀的，出众的；高傲的；上级，长官；优胜者，高手；长者
3515,superiority,优越，优势；优越性
3516,superlative,最高的；最高级的；过度的；最高级；最好的人；最高程度；夸大话
3517,superstition,迷信
3518,supervise,监督，管理；指导
3519,supplement,增补，补充；增补，补充；补充物；增刊，副刊
3520,supply,供给，补给；供应品；供给，提供；补充
3521,support,支持，支撑，支援；扶持，帮助；赡养，供养；支持，维持；支援，供养；支持者，支撑物
3522,supportive,支持的；支援的；赞助的
3523,suppress,抑制；镇压；废止
3524,supreme,最高的；至高的；最重要的；至高；霸权
3525,surf,海浪，拍岸浪；在…冲浪
3526,surge,汹涌；大浪，波涛；汹涌澎湃；巨涌；汹涌；起大浪，蜂拥而来
3527,surgery,外科；外科手术；手术室；诊疗室
3528,surmount,克服，越过；战胜
3529,surname,姓，姓氏；绰号，别名；给…起别名；给…姓氏
3530,surpass,超越；胜过，优于；非…所能办到或理解
3531,surplus,剩余；[贸易] 顺差；盈余；过剩；剩余的；过剩的
3532,surprising,令人惊讶的；意外的；使惊奇；意外发现（surprise的ing形式）
3533,surrender,使投降；放弃；交出；听任；投降；放弃；交出；屈服
3534,surveillance,监督；监视
3535,survey,调查；测量；审视；纵览；调查；勘测；俯瞰
3536,survive,幸存；生还；幸免于；比活得长
3537,suspend,延缓，推迟；使暂停；使悬浮
3538,suspicious,可疑的；怀疑的；多疑的
3539,swallow,忍受；吞没；燕子；一次吞咽的量
3540,swamp,沼泽；湿地；使陷于沼泽；使沉没；使陷入困境
3541,swan,天鹅；天鹅星座；游荡，闲荡
3542,swarm,挤满；成群浮游；云集；蜂群；一大群
3543,swathe,包围；紧绑；裹；带子，绷带；包装品
3544,sway,影响；统治；使摇动；影响；摇摆；统治
3545,swear,发誓；咒骂；宣誓；诅咒
3546,sweatshirt,运动衫；T-恤衫
3547,sweatshop,血汗工厂；剥削劳力的工厂
3548,Swede,瑞典人；瑞典甘蓝
3549,sweep,扫除；猛拉；掸去；打扫，扫除；范围；全胜
3550,sweetheart,爱人；心上人；向…求爱；与…恋爱；爱慕；恋爱；私下签订的；私下达成的
3551,swell,膨胀；肿胀；隆起；肿胀；隆起；漂亮的；一流的
3552,swerve,转弯；突然转向；背离；转向；偏离的程度
3553,swindler,骗子
3554,swing,摇摆；摆动；秋千；音律；涨落；摇摆；转向；悬挂；大摇大摆地行走；旋转的；悬挂的；强节奏爵士音乐的
3555,switch,转换；用鞭子等抽打；开关；转换；鞭子
3556,switchboard,配电盘；接线总机
3557,swollen,肿胀的，浮肿的；浮夸的；激动兴奋的
3558,syllable,音节；划分音节；按音节发音；讲话
3559,syllabus,教学大纲，摘要；课程表
3560,symbol,象征；符号；标志
3561,sympathy,同情；慰问；赞同
3562,symphony,交响乐；谐声，和声
3563,symposium,讨论会，座谈会；专题论文集；酒宴，宴会
3564,syndrome,[临床] 综合症状；并发症状；校验子；并发位
3565,synonym,同义词；同义字
3566,syntax,语法；句法；有秩序的排列
3567,synthesize,合成；综合
3568,synthetic,综合的；合成的，人造的；合成物
3569,syringe,注射，冲洗；注射器；洗涤器
3570,systematic,系统的；体系的；有系统的；[图情] 分类的；一贯的，惯常的
3571,tablecloth,桌布；台布
3572,taboo,禁忌；禁止；禁忌的；忌讳的
3573,tackle,滑车；装备；用具；扭倒；处理；抓住；固定；与…交涉
3574,tactical,战术的；策略的；善于策略的
3575,tag,标签；名称；结束语；附属物；尾随，紧随；连接；起浑名；添饰
3576,takeaway,外卖的；外吃的；外卖食品；外卖餐馆
3577,takeover,接管；验收
3578,talented,有才能的；多才的
3579,talkative,饶舌的；多话的；多嘴的；爱说话的
3580,tally,计数器；标签；记账；使符合；计算；记录
3581,tame,驯服的；平淡的；乏味的；顺从的；驯养；使变得平淡；制服；(Tame)人名；(捷)塔梅
3582,tan,（日晒后皮肤的）黝黑色；棕褐色；鞣料；马戏团；鞣（革）；晒成褐色；黄褐色的；鞣皮的
3583,tangerine,橘子
3584,tangible,有形的；切实的；可触摸的；有形资产
3585,tangle,纠纷；混乱状态；使纠缠；处于混乱状态
3586,tap,轻敲；轻打；装上嘴子；水龙头；轻打
3587,taper,细蜡烛，烛芯；逐渐变弱；锥形物；逐渐减少；逐渐变弱
3588,tapestry,织锦；挂毯；绣帷；用挂毯装饰
3589,tar,焦油；柏油；水手；涂以焦油；玷污
3590,target,目标；靶子；把……作为目标；规定……的指标；瞄准某物
3591,tariff,关税表；收费表；定税率；征收关税
3592,tarmac,柏油碎石路面；铺有柏油碎石的飞机跑道
3593,tart,酸的；锋利的；尖刻的；果馅饼；妓女；打扮
